"date","time","token","type","amount","value_then","value_now","exchange_rate_then","tx","note"
"2020-05-02","15:45:46 GMT +00:00","BTC","received","0.00007744","$ 0.69","$ 0.71","$ 8,926.25","4428dcc87ecd710bf4c82d6394a474c5060de0610490e0a0e826e84f70727afd",""
